BlockId,sequence
blk_-7615023868314329502,"[1, 7, 1, 16]"
blk_2349183235264582421,"[1, 7]"
blk_-3651427871712079074,"[1, 7]"
blk_-2991987162509292777,"[1, 1, 7, 16]"
blk_-4053789721984667356,"[1, 7]"
blk_-901901007246404664,"[1, 7]"
blk_-2002628991946097893,"[1, 7]"
blk_5687413867499533073,"[1, 7]"
blk_-1339245714013745273,"[7, 1, 1, 16]"
blk_5442030208458460478,"[1, 1, 7, 16]"
blk_3140475006338033627,"[1, 7]"
blk_6821228329171782981,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 13, 14, 2, 27]"
blk_7944386850274367760,"[1, 7]"
blk_3072944663091720185,"[1, 7]"
blk_2578436873530549139,"[1, 7]"
blk_-4810552796588123932,"[1, 7]"
blk_-8338611834813524437,"[1, 1, 1, 7, 17, 17, 3, 4, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-3718792818389282407,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-71112926449560974,"[1, 7, 17, 1, 3, 4, 17, 3, 4, 17, 1, 3, 4, 2, 2, 2]"
blk_-5995981677206308844,"[1, 7, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_2429961036831384938,"[7, 1, 1, 1, 3, 4, 2, 14, 13, 3, 4, 3, 4, 2, 2]"
blk_7381152960626506881,"[1, 7, 1, 1, 17, 17, 17, 3, 4, 2, 3, 4, 3, 4, 2, 2]"
blk_-5750295924373627661,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-6401781476581893883,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-8938607826928829256,"[1, 1, 7, 16]"
blk_-7149220661405169534,"[1, 7]"
blk_-6959934522850264148,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19]"
blk_2735204420813474626,"[7, 1, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 10]"
blk_6160504861714458353,"[1, 7, 1, 16]"
blk_-3031317888736015804,"[1, 7]"
blk_5488830540367484421,"[1, 1, 7, 16]"
blk_8426389882315362991,"[1, 7, 1, 16]"
blk_1256327678408032458,"[1, 1, 7, 16]"
blk_-6070933546767614715,"[7, 1, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_6315727325215069280,"[1, 7]"
blk_-650039158717365578,"[1, 7]"
blk_3835785309090612020,"[1, 1, 7, 16]"
blk_8102565672093755841,"[1, 1, 7, 16]"
blk_-731290906438117404,"[1, 7, 1, 16]"
blk_5549115821206496212,"[1, 1, 7, 16]"
blk_-3563580730505219907,"[1, 1, 7, 16]"
blk_-6860889736241626175,"[1, 1, 1, 7, 4, 3, 4, 2, 2, 3, 3, 4, 19, 2]"
blk_-8473206993250722531,"[1, 7, 1, 16]"
blk_-5629847482622989027,"[1, 7]"
blk_6756373121732388070,"[1, 7, 1, 16]"
blk_-4156050970963934419,"[7, 1]"
blk_-3454810586785997393,"[1, 7]"
blk_-6441823348812776407,"[1, 7, 1, 16]"
blk_1312082491588238402,"[7, 1]"
blk_-1759534796092625544,"[1, 7, 1, 16]"
blk_-349906151424319111,"[1, 7]"
blk_-8330834444889107200,"[1, 1, 1, 7, 3, 4, 2, 3, 4, 3, 4, 2, 19, 2]"
blk_41434135985318145,"[1, 1, 7, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-7264616954252932491,"[1, 1, 7, 16]"
blk_-3308171091269166452,"[1, 7]"
blk_2425350769223788677,"[1, 1, 7, 16]"
blk_-7261703138615404160,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_5204793403117955820,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_-2394976090811739230,"[1, 1, 7, 16]"
blk_-2467012885496318268,"[1, 7]"
blk_-2999496472450041149,"[1, 7]"
blk_-7949211813030733351,"[7, 1, 1, 16]"
blk_9126453726862678799,"[1, 7]"
blk_9153002895322464544,"[1, 1, 7, 16]"
blk_-4204475473729735142,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_-5626885461785583842,"[1, 7]"
blk_2791039743624304402,"[1, 7]"
blk_-2469305930445035264,"[1, 1, 7, 16]"
blk_1792355455084057271,"[1, 1, 7, 16]"
blk_601773817958447778,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_6681737380032433,"[1, 7]"
blk_-1680915121400312968,"[1, 1, 7, 16]"
blk_2826659282520826302,"[1, 1, 7, 16]"
blk_8548403489370807366,"[1, 7]"
blk_8102006269324788282,"[1, 1, 7, 16]"
blk_8870162918057351296,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_1287185562012837393,"[1, 1, 7, 16]"
blk_942542897661421876,"[1, 7, 1, 1, 3, 4, 2, 3, 4, 3, 4, 2, 19, 2]"
blk_2996863951700138876,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19]"
blk_7326477538554817282,"[1, 7]"
blk_3982219989412687689,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19]"
blk_5470990309616307028,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_1848663782501785097,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19]"
blk_8872511631938748982,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_8160178242341782049,"[1, 7]"
blk_-3371701595281520594,"[1, 7, 1, 16]"
blk_1885634070068644145,"[7, 1]"
blk_5368668893474957015,"[1, 7, 1, 16]"
blk_7865884391936022212,"[1, 7]"
blk_1929098561573749039,"[1, 1, 7, 16]"
blk_-6802977212575549519,"[1, 7, 1, 16]"
blk_-3590100953336110586,"[1, 7, 1, 16]"
blk_3962785097813307125,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_-1000723577943457888,"[1, 7, 1, 16]"
blk_4346458077880771804,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-7822947841728061477,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_4139607488567449083,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 19, 2, 2]"
blk_-199709487564750012,"[7, 1]"
blk_6217241523226970462,"[1, 1, 7, 16]"
blk_-2221397294347501568,"[1, 1, 7, 16]"
blk_-8814035495431026936,"[1, 7]"
blk_-3349247563736059523,"[1, 1, 7, 16]"
blk_5735389628394541505,"[1, 1, 7, 16]"
blk_-5900768120344811840,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_-1041223367203409835,"[1, 7, 1, 16]"
blk_-7481253531318379507,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19]"
blk_-9058081773085963697,"[1, 7]"
blk_7980114123604474301,"[7, 1]"
blk_-8168754982148627598,"[1, 1, 7, 16]"
blk_3680829765468634447,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-869722673966888974,"[1, 7]"
blk_1556780944243046631,"[1, 7]"
blk_-2547512073744036879,"[1, 7, 1, 16]"
blk_-1201163560481470263,"[7, 1]"
blk_6840334173354627096,"[1, 7, 1, 16]"
blk_-63246966322310176,"[1, 7]"
blk_1186541281926863677,"[1, 1, 7, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_9050583045688203146,"[1, 1, 1, 7, 3, 4, 2, 3, 4, 3, 4, 2, 19, 2]"
blk_7556612940268005685,"[1, 1, 1, 7, 17, 17, 3, 4, 17, 3, 4, 3, 4, 2, 2, 2]"
blk_6996860248289952378,"[1, 7, 1, 16]"
blk_3011929072327444062,"[1, 7]"
blk_-559892058450709354,"[7, 1]"
blk_7451166452100792571,"[1, 1, 7, 1, 20, 3, 4, 3, 4, 2, 21, 3, 4, 1, 2, 2, 1, 12, 11, 11, 2, 2, 5, 5]"
blk_-6200771235303944554,"[1, 7]"
blk_-7225754387891001941,"[7, 1, 1, 16]"
blk_-112289607579117045,"[1, 7, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-6971218997022989741,"[1, 7, 1, 16]"
blk_8429495349626724408,"[1, 7, 1, 16]"
blk_6027681647351566366,"[1, 7]"
blk_-1295477003699142675,"[1, 7, 1, 16]"
blk_2375986337494027240,"[1, 7, 1, 16]"
blk_-8325411322333149391,"[1, 7]"
blk_-8222468370179378370,"[1, 7, 1, 16]"
blk_-5954078344870548136,"[1, 7]"
blk_4011809579485362960,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_-8031225823509798468,"[1, 7]"
blk_-8352539163458683518,"[1, 7]"
blk_7096606554969242349,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19]"
blk_6440780737887039779,"[1, 1, 7, 16]"
blk_-372411815524441961,"[1, 7]"
blk_-6448092748003206070,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 19, 2, 2, 2]"
blk_-3966183606182615849,"[1, 1, 7, 16]"
blk_4162311167912779432,"[7, 1, 1, 16]"
blk_-8841828697278506823,"[1, 7]"
blk_7131972828206279664,"[7, 1, 1, 16]"
blk_-1295956276573967085,"[7, 1]"
blk_-3485016275685568251,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 13, 14, 2, 27]"
blk_-541379725012257933,"[1, 1, 7, 16]"
blk_4386649063835788619,"[1, 7, 1, 16]"
blk_-1197961111478032669,"[1, 7, 1, 16]"
blk_8485464413120592258,"[1, 7, 1, 16]"
blk_-4028273721744400352,"[1, 7]"
blk_9037104230533367569,"[1, 1, 7, 16]"
blk_-2615854483011218545,"[1, 7]"
blk_-3878435224804306621,"[1, 1, 7, 16]"
blk_8493475293443011845,"[1, 1, 7, 16]"
blk_8873079684766103129,"[1, 1, 7, 16]"
blk_8521172293850960104,"[1, 1, 7, 16]"
blk_-1670956768930965583,"[1, 7]"
blk_-9197931064191189025,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_-4038351571194754359,"[1, 7]"
blk_1113690277490786204,"[1, 1, 7, 16]"
blk_-630571139048710340,"[1, 1, 7, 16]"
blk_809866471406932410,"[1, 1, 7, 16]"
blk_-5466815066673753826,"[1, 1, 7, 16]"
blk_5562257536986190744,"[1, 1, 7, 16]"
blk_6668531874518039171,"[7, 1, 1, 16]"
blk_5020241697829170983,"[1, 1, 7, 16]"
blk_-9099079476027444205,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_6200265891112836211,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 19, 2, 2, 2]"
blk_-5136957050375529572,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_-801035253610454334,"[1, 1, 7, 16]"
blk_2031701502244216901,"[1, 7]"
blk_-6069576034482988489,"[1, 1, 7, 16]"
blk_-8126550789376888302,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_2674471354810383426,"[1, 7, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-492394028092417377,"[1, 1, 7, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_1112125291619276497,"[1, 1, 7, 16]"
blk_8950952552344454918,"[1, 1, 7, 16]"
blk_5618797908486590344,"[1, 1, 7, 16]"
blk_-273853904414349266,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_3174048716972313072,"[1, 1, 7, 16]"
blk_-4755313376367913684,"[1, 7]"
blk_-7690441709599274143,"[1, 7]"
blk_4452302811939076137,"[1, 1, 7, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_5481005263704680488,"[1, 1, 7, 16]"
blk_-6853581748194020297,"[1, 1, 7, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-5503058376982036818,"[1, 7, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-4444594436287739842,"[1, 7, 1, 16]"
blk_2451643809811370241,"[1, 7]"
blk_2450946616099234310,"[1, 7, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-1525537780332969878,"[1, 1, 7, 16]"
blk_8232130150314415292,"[1, 7]"
blk_8895902915186477154,"[1, 7, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-5206671025622834332,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_4901005298856926939,"[1, 7, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-2393565209084448963,"[1, 7]"
blk_8353804423194015535,"[1, 1, 7, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-2934273429187825293,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 19]"
blk_4800215370117617437,"[1, 1, 7, 1, 3, 4, 2, 3, 4, 3, 4, 2, 2, 19]"
blk_-4059262249020857718,"[1, 7]"
blk_-9096517887581867876,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_2481841859888533717,"[1, 7]"
blk_-1586052018527760784,"[1, 7]"
blk_-7217309400305256285,"[7, 1, 1, 16]"
blk_-8538884931167696806,"[7, 1, 1, 16]"
blk_-5710991249384650173,"[1, 7]"
blk_5214640714119373081,"[1, 7, 1, 16]"
blk_-3005690694846813191,"[7, 1, 1, 16]"
blk_-7514662347783589769,"[1, 7]"
blk_7691053958911503072,"[1, 7]"
blk_-8131212948997418018,"[1, 7]"
blk_-9144255391970214524,"[7, 1, 1, 16]"
blk_5394889109318310860,"[1, 7, 1, 16]"
blk_-3715679279915358224,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19]"
blk_8671852005415699783,"[1, 1, 7, 16]"
blk_-1326177946213809265,"[1, 1, 7, 16]"
blk_7805571399984177042,"[1, 7, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-284712403703097730,"[1, 7]"
blk_5117199845906643255,"[1, 1, 7, 16]"
blk_-3055262150504983590,"[1, 7]"
blk_6605596171149301462,"[1, 7]"
blk_-3359180471128794262,"[1, 1, 7, 16]"
blk_7582190032193160159,"[1, 7, 1, 16]"
blk_954230414088214130,"[1, 1, 7, 16]"
blk_1338775307537474804,"[1, 7]"
blk_-5923483924252416926,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_-1869693161857105742,"[1, 7, 1, 16]"
blk_-6880550115020461390,"[1, 1, 7, 16]"
blk_9221919337691889137,"[1, 7]"
blk_6956386314858320497,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19, 10]"
blk_-2746511029951490867,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_8670687221368759992,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19]"
blk_1762277811577798332,"[1, 1, 7, 16]"
blk_-6024448510729181904,"[1, 7]"
blk_6600072920237970044,"[1, 7]"
blk_-6102720776120543336,"[1, 7]"
blk_-360216486646529124,"[1, 7]"
blk_-7823443333617799706,"[1, 1, 7, 16]"
blk_-1906978371799871970,"[1, 1, 7, 16]"
blk_707200504283383852,"[1, 1, 7, 16]"
blk_204658563016580712,"[1, 7]"
blk_-2340664961289820535,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_2716846101164188111,"[1, 7]"
blk_5430913863803682938,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-4488889933696839635,"[1, 1, 7, 16]"
blk_3613134620814156552,"[1, 1, 7, 16]"
blk_3101159173660100865,"[1, 1, 7, 16]"
blk_-4679515044666210118,"[7, 1, 1, 16]"
blk_-1274115504209992468,"[7, 1, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 10]"
blk_5154217525057561954,"[1, 1, 7, 16]"
blk_-4369814198073754959,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_-8197765855233616828,"[7, 1]"
blk_6014665612863448582,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19]"
blk_6977580724986216880,"[1, 1, 7, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 10]"
blk_1736556131251685830,"[7, 1]"
blk_-8371411814331626787,"[1, 7, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_2500740688069535063,"[1, 1, 7, 1, 17, 14, 13, 1, 17, 3, 4, 3, 4, 17, 3, 4, 2, 2, 2, 11, 12, 2, 5]"
blk_4721685812253887643,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_1612037868548734444,"[1, 1, 1, 7, 17, 17, 17, 3, 4, 3, 4, 3, 4, 2, 2, 2]"
blk_-1721364834807217851,"[1, 7]"
blk_-3542127360391123956,"[1, 7, 1, 16]"
blk_-7671021690880802080,"[1, 1, 7, 16]"
blk_-6187013877733126959,"[1, 1, 1, 7, 17, 17, 17, 3, 4, 3, 4, 3, 4, 2, 2, 2]"
blk_6180515937140679205,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 13, 14, 2, 27]"
blk_-7544736976548371919,"[7, 1]"
blk_3385159549786450461,"[1, 1, 7, 16]"
blk_-6205361692371352659,"[1, 7]"
blk_-2811630697187331083,"[1, 1, 7, 16]"
blk_-6438099222917764725,"[1, 7]"
blk_139371392205314985,"[1, 7]"
blk_-1752772976199834253,"[1, 1, 7, 16]"
blk_-8704208780935973893,"[1, 7, 1, 16]"
blk_-8665412913016850851,"[1, 1, 7, 16]"
blk_-4175942209539705380,"[1, 7]"
blk_1703908075796215931,"[1, 1, 7, 16]"
blk_-6328521157438000544,"[1, 7]"
blk_7229839337217303353,"[1, 1, 7, 1, 17, 17, 3, 4, 17, 3, 4, 3, 4, 2, 2, 2, 13, 14, 1, 12, 11, 2, 2, 5]"
blk_-3193494530110775376,"[1, 1, 7, 16]"
blk_-881526857765407802,"[1, 1, 7, 16]"
blk_1552702526547099258,"[1, 7]"
blk_4614053612572819297,"[1, 7]"
blk_-7190205955100547691,"[1, 7, 1, 16]"
blk_7275976660948782416,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19]"
blk_1863149292901489102,"[1, 1, 7, 16]"
blk_-4947716515634989708,"[1, 7]"
blk_-2028512663216601787,"[1, 7]"
blk_-4011454718752152910,"[1, 1, 7, 16]"
blk_9133657471863002141,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19]"
blk_804151644187189182,"[1, 7]"
blk_-665802140476094750,"[1, 1, 7, 16]"
blk_-1939810839337552285,"[1, 7]"
blk_-2345227047790456413,"[1, 7, 1, 16]"
blk_3287701860829581180,"[7, 1, 1, 16]"
blk_272819235334843664,"[1, 7, 1, 16]"
blk_3779392820465064636,"[1, 7, 1, 16]"
blk_6986735946693181969,"[1, 7, 1, 1, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_4220631339421404799,"[1, 7, 1, 16]"
blk_-8534920423381853270,"[1, 1, 7, 16]"
blk_-7300020200915761208,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19]"
blk_633349140190592495,"[1, 1, 7, 16]"
blk_-3306413270071939280,"[1, 7, 1, 16]"
blk_-8265155070073085632,"[1, 7, 1, 16]"
blk_-3759721427245332911,"[1, 7, 1, 16]"
blk_-605460442792959816,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2, 10]"
blk_2386735103788394400,"[1, 7]"
blk_865504204882570269,"[1, 7]"
blk_-1806994277883601133,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19]"
blk_5701760565366588543,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-2667098508999319871,"[1, 1, 1, 7, 3, 30, 34, 26, 24, 3, 3, 22, 23]"
blk_-4497335019303438207,"[1, 7]"
blk_1673652596117499711,"[1, 7, 1, 16]"
blk_-4828968052289722,"[1, 7, 1, 16]"
blk_-6827520511994036367,"[1, 7]"
blk_3850384926545709778,"[1, 7]"
blk_-2465473039729782446,"[1, 7]"
blk_1608950121007928488,"[1, 1, 7, 16]"
blk_3620707062746525561,"[1, 7]"
blk_6148148808191433646,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-5749176655490652669,"[1, 7, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_551641752161346343,"[1, 7, 1, 16]"
blk_7436846201592728386,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_3568450388102883854,"[1, 1, 1, 7, 13, 3, 4, 3, 4, 3, 4, 2, 2, 2, 14, 1, 12, 11, 2, 5, 6, 6, 6, 6, 5, 15, 5, 5]"
blk_3799841181852134703,"[1, 7, 1, 16]"
blk_-5459830230259614046,"[1, 1, 7, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_6602039403311821908,"[1, 7, 1, 1, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_5758703974430196213,"[1, 1, 7, 1, 3, 4, 4, 3, 4, 2, 2, 2, 3, 6, 6, 6, 5, 5, 5, 15]"
blk_-4356445404998224997,"[1, 7]"
blk_8343881043178179376,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_6482157749245012946,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_867187055010438116,"[1, 1, 7, 16]"
blk_-2851258400860577501,"[1, 7]"
blk_-7268025964696437054,"[7, 1, 1, 1, 3, 4, 3, 4, 4, 2, 21, 20, 3, 2, 2, 1, 1, 11, 11, 12, 2, 2, 5, 5]"
blk_6781293356058705690,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_7497242739346358763,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-6945543500920668756,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_7757125406784890885,"[1, 7, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_6760405656632090359,"[1, 1, 1, 7, 17, 17, 3, 4, 17, 3, 4, 2, 2, 3, 4, 2]"
blk_-8610797731869954803,"[1, 7]"
blk_7274517123869708794,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-390194660933089340,"[1, 1, 7, 16]"
blk_-3646645979948735024,"[1, 7, 1, 16]"
blk_-7278258381326342834,"[1, 1, 7, 16]"
blk_4775778808301028285,"[1, 1, 7, 1, 13, 3, 4, 3, 4, 3, 4, 2, 2, 2, 14, 1, 12, 11, 2, 5, 6, 6, 6, 6, 15, 5, 5, 5]"
blk_5490592545213539878,"[1, 7]"
blk_8831741332716712039,"[1, 7]"
blk_6045369454695436374,"[1, 1, 7, 16]"
blk_9198976590944778834,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_7573308640366204624,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_8980848270513853208,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-8687017675865959123,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 3, 4, 2, 2, 19, 13, 14, 1, 12, 11, 2, 2, 5]"
blk_-3618563458214412207,"[1, 7, 1, 16]"
blk_-1960006978397980138,"[7, 1]"
blk_9007973551563568550,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-7775767299777226670,"[1, 7]"
blk_1362039147024990766,"[1, 7]"
blk_7166844714243102652,"[1, 1, 7, 16]"
blk_2855031909744916101,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19, 6, 6, 6, 5, 5, 5]"
blk_7836674250317277707,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_9070930357384479211,"[1, 7, 1, 1, 2, 3, 4, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-2203129756399170768,"[1, 7]"
blk_5462275587833401700,"[7, 1]"
blk_7847013803880455570,"[1, 7, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2]"
blk_8822920937739019933,"[1, 7, 1, 1, 3, 4, 2, 13, 3, 4, 3, 4, 2, 2, 14, 1, 12, 2, 11, 5, 6, 6, 6, 6, 5, 5, 5, 15]"
blk_7576494699959124376,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_6201946163215116570,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2]"
blk_851434209261552885,"[1, 7]"
blk_-1668290396099226617,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19, 6, 6, 6, 5, 5, 5]"
blk_-8803822423732992516,"[1, 3, 4, 1, 3, 4, 1, 3, 4, 2, 7, 2, 2, 19]"
blk_3304383109034748550,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19]"
blk_7534533660812792996,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 2, 3, 4, 6, 6, 6, 5, 15, 5, 5]"
blk_-2068967108521337595,"[7, 1]"
blk_-8675037361865484761,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19, 6, 6, 6, 5, 5, 5]"
blk_-3675342299805730547,"[1, 1, 7, 1, 20, 3, 4, 3, 4, 3, 4, 2, 2, 2, 21, 1, 1, 12, 11, 11, 2, 2, 5, 5]"
blk_8893588080172489326,"[7, 1, 1, 1, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
